method,run,trial,K,c_npmi,c_v,diversity@10,sep_jsd,balance,clarity,outliers_pct,scenario,RZ_index,GR_index
bertopic,run_20250831T230602Z,trial_18,11,-0.10334772416800737,0.5827991531288469,0.7545454545454545,0.7646837994693524,0.9336702159993365,0.6245278498099541,0.2198581560283688,opt,-0.1102804337088831,0.0962012080643771
bertopic,run_20250831T230602Z,trial_19,23,,0.47431770084093017,0.8869565217391304,0.7925182203726262,0.933883762155545,0.5731248908038505,0.39243498817966904,opt,,0.057748217177168215
bertopic,run_20250831T230602Z,trial_22,9,0.004858871438054922,0.613064646925586,0.7555555555555555,0.7652688977203049,0.9221909559551449,0.6523579702388265,0.37825059101654845,opt,0.7129801881435667,0.16163347317889074
bertopic,run_20250831T230602Z,trial_23,12,-0.08745688522712085,0.5081010236768583,0.8333333333333334,0.771350049894783,0.9140186850203094,0.5638788479717393,0.32860520094562645,opt,-0.15439785591932717,-0.247583991598846
bertopic,run_20250831T230602Z,trial_24,12,0.007560071814801735,0.6058599854512132,0.75,0.789577921470549,0.9262042731060053,0.6036024422926879,0.14420803782505912,opt,0.6800424648862116,0.13238824907920146
bertopic,run_20250831T230602Z,trial_25,6,-0.18548775940508735,0.5511736541676847,0.8833333333333333,0.7988195699015044,0.8928311850741076,0.7534093282811004,0.6264775413711584,opt,-0.4224771234347467,0.690908395471777
bertopic,run_20250831T230602Z,trial_26,19,,0.556608677189084,0.8894736842105263,0.7866868216016221,0.9111523716635747,0.5043857929568178,0.3640661938534279,opt,,-0.42858940007309027
bertopic,run_20250831T230602Z,trial_27,16,-0.12132732236392571,0.5374958362529944,0.90625,0.7179601737158342,0.9155986556322426,0.633669422315583,0.3806146572104019,opt,-0.025165556460333416,-0.29421400100885214
bertopic,run_20250831T230602Z,trial_28,16,-0.12132732236392571,0.5374958362529944,0.90625,0.7179601737158342,0.9155986556322426,0.633669422315583,0.3806146572104019,opt,-0.025165556460333416,-0.29421400100885214
bertopic,run_20250831T230602Z,trial_30,9,-0.03313921715550731,0.5819872846140995,0.8333333333333334,0.7697393194884969,0.929328096817758,0.6813184968077977,0.49645390070921985,opt,0.5393434208800163,0.3666431476213039
bertopic,run_20250831T230602Z,trial_31,10,0.011291936788257314,0.6019632815671072,0.7,0.7622874507300536,0.9303286225796836,0.6232665061001467,0.25059101654846333,opt,0.5478810646321272,0.05436668472986758
bertopic,run_20250831T231222Z,trial_02,5,-0.009294195170745088,0.6704763233430437,0.88,0.7966696047272578,0.6962349914880063,0.6557866614047151,0.36879432624113473,opt,1.2406962002989594,-0.9020462009769868
bertopic,run_20250831T231222Z,trial_03,32,,0.5026942135711703,0.89375,0.7431078485521072,0.9527068843159245,0.6259126435805692,0.2293144208037825,opt,,0.060469600192519166
bertopic,run_20250831T231222Z,trial_04,32,,0.5007400549962517,0.896875,0.7407559591321291,0.9527068843159245,0.6259126435805692,0.2293144208037825,opt,,0.04394520320549476
bertopic,run_20250831T231222Z,trial_06,19,,0.558908702247524,0.7631578947368421,0.7887656388684514,0.9409809457188111,0.6739024108489315,0.11347517730496454,opt,,0.5334247590051294
bertopic,run_20250831T231222Z,trial_08,11,-0.11598305814362155,0.5095177213670161,0.8636363636363636,0.694816646831274,0.9312312577930228,0.7108990227773749,0.3120567375886525,opt,-0.24271443362091544,-0.013439026438419877
bertopic,run_20250831T231222Z,trial_09,10,-0.16276446509103204,0.4988097726646469,0.86,0.7959258737527763,0.9235588126697172,0.6468847649605362,0.3073286052009456,opt,-0.5959736184458531,0.35985115072413937
bertopic,run_20250831T231222Z,trial_12,9,-0.21965074556432002,0.3864499959296761,0.8888888888888888,0.6968434751923678,0.9259782590668009,0.7350611883314511,0.4373522458628842,opt,-1.4115034531598591,0.08115795083589994
bertopic,run_20250831T231222Z,trial_14,10,-0.2064353951189201,0.48528840069191437,0.92,0.7760875846081373,0.9237000216296234,0.702004565930465,0.3120567375886525,opt,-0.7693122561303717,0.4735362393898789
bertopic,run_20250831T231222Z,trial_15,26,,0.4921709386757383,0.8730769230769231,0.7338313652959783,0.960014421531845,0.7049224899422258,0.19621749408983452,opt,,0.39892526831012937
bertopic,run_20250831T231222Z,trial_17,9,-0.07854752183691655,0.5586152558911119,0.8111111111111111,0.675801840881281,0.9136010313525275,0.6308247151964474,0.28132387706855794,opt,0.08300842034405694,-0.6149306241913908
bertopic,run_20250831T231222Z,trial_18,11,-0.10334772416800737,0.5827991531288469,0.7545454545454545,0.7646837994693524,0.9336702159993365,0.6245278498099541,0.2198581560283688,opt,-0.1102804337088831,0.0962012080643771
bertopic,run_20250831T231222Z,trial_19,23,,0.47431770084093017,0.8869565217391304,0.7925182203726262,0.933883762155545,0.5731248908038505,0.39243498817966904,opt,,0.057748217177168215
bertopic,run_20250831T231222Z,trial_22,9,0.004858871438054922,0.613064646925586,0.7555555555555555,0.7652688977203049,0.9221909559551449,0.6523579702388265,0.37825059101654845,opt,0.7129801881435667,0.16163347317889074
bertopic,run_20250831T231222Z,trial_23,12,-0.08745688522712085,0.5081010236768583,0.8333333333333334,0.771350049894783,0.9140186850203094,0.5638788479717393,0.32860520094562645,opt,-0.15439785591932717,-0.247583991598846
bertopic,run_20250831T231222Z,trial_24,12,0.007560071814801735,0.6058599854512132,0.75,0.789577921470549,0.9262042731060053,0.6036024422926879,0.14420803782505912,opt,0.6800424648862116,0.13238824907920146
bertopic,run_20250831T231222Z,trial_25,6,-0.18548775940508735,0.5511736541676847,0.8833333333333333,0.7988195699015044,0.8928311850741076,0.7534093282811004,0.6264775413711584,opt,-0.4224771234347467,0.690908395471777
bertopic,run_20250831T231222Z,trial_26,19,,0.556608677189084,0.8894736842105263,0.7866868216016221,0.9111523716635747,0.5043857929568178,0.3640661938534279,opt,,-0.42858940007309027
bertopic,run_20250831T231222Z,trial_27,16,-0.12132732236392571,0.5374958362529944,0.90625,0.7179601737158342,0.9155986556322426,0.633669422315583,0.3806146572104019,opt,-0.025165556460333416,-0.29421400100885214
bertopic,run_20250831T231222Z,trial_28,16,-0.12132732236392571,0.5374958362529944,0.90625,0.7179601737158342,0.9155986556322426,0.633669422315583,0.3806146572104019,opt,-0.025165556460333416,-0.29421400100885214
bertopic,run_20250831T231222Z,trial_30,9,-0.03313921715550731,0.5819872846140995,0.8333333333333334,0.7697393194884969,0.929328096817758,0.6813184968077977,0.49645390070921985,opt,0.5393434208800163,0.3666431476213039
bertopic,run_20250831T231222Z,trial_31,10,0.011291936788257314,0.6019632815671072,0.7,0.7622874507300536,0.9303286225796836,0.6232665061001467,0.25059101654846333,opt,0.5478810646321272,0.05436668472986758
bertopic,run_20250831T231222Z,trial_32,40,,0.5844822845975053,0.8825,0.8111286869904576,0.9709287089865352,0.6600227826517824,0.20803782505910165,opt,,0.7993259091011755
bertopic,run_20250831T231222Z,trial_34,24,,0.5402215860831115,0.8625,0.8053422831043823,0.9300197934529747,0.5387192283327192,0.30260047281323876,opt,,-0.031838455554684786
bertopic,run_20250831T231222Z,trial_35,24,,0.5694254587755775,0.8666666666666667,0.807645415680557,0.923179492386858,0.557086099435,0.3333333333333333,opt,,0.02904534839028916
bertopic,run_20250831T231222Z,trial_36,17,-0.1890881146846022,0.46826910650088693,0.8941176470588236,0.7139096598127851,0.9159061792619592,0.5708918989924785,0.2789598108747045,opt,-0.8135861474837538,-0.6082060409174629
bertopic,run_20250831T231222Z,trial_39,12,0.009048572224704156,0.5948303152692596,0.7083333333333334,0.7916744452506473,0.9228149007779421,0.6453452726951627,0.23404255319148937,opt,0.5224175118152086,0.31865511335206076
bertopic,run_20250901T165942Z,trial_02,6,-0.10364816962787625,0.6505978159772585,0.9166666666666666,0.7964118694248346,0.8359601236154192,0.6491606370470357,0.5011820330969267,opt,0.6567837702910052,-0.1303003447728534
bertopic,run_20250901T165942Z,trial_03,32,,0.5026942135711703,0.89375,0.7431078485521072,0.9527068843159245,0.6259126435805692,0.2293144208037825,opt,,0.060469600192519166
bertopic,run_20250901T165942Z,trial_04,32,,0.5007400549962517,0.896875,0.7407559591321291,0.9527068843159245,0.6259126435805692,0.2293144208037825,opt,,0.04394520320549476
bertopic,run_20250901T165942Z,trial_06,19,,0.558908702247524,0.7631578947368421,0.7887656388684514,0.9409809457188111,0.6739024108489315,0.11347517730496454,opt,,0.5334247590051294
bertopic,run_20250901T165942Z,trial_08,10,-0.12691867397477052,0.430632870018162,0.9,0.6918583364919813,0.8905002772962636,0.6910758251167218,0.23404255319148937,opt,-0.590336971284246,-0.35928294482668344
bertopic,run_20250901T165942Z,trial_09,10,-0.14447465208853622,0.49928517548182266,0.88,0.7960405662499628,0.9274753131381483,0.681657115384679,0.29314420803782504,opt,-0.4248784249228251,0.5423260228329674
bertopic,run_20250901T165942Z,trial_12,9,-0.21965074556432002,0.3864499959296761,0.8888888888888888,0.6968434751923678,0.9259782590668009,0.7350611883314511,0.4373522458628842,opt,-1.4115034531598591,0.08115795083589994
bertopic,run_20250901T165942Z,trial_14,10,-0.2064353951189201,0.48528840069191437,0.92,0.7760875846081373,0.9237000216296234,0.702004565930465,0.3120567375886525,opt,-0.7693122561303717,0.4735362393898789
bertopic,run_20250901T165942Z,trial_15,26,,0.4921709386757383,0.8730769230769231,0.7338313652959783,0.960014421531845,0.7049224899422258,0.19621749408983452,opt,,0.39892526831012937
bertopic,run_20250901T165942Z,trial_17,9,-0.07854752183691655,0.5586152558911119,0.8111111111111111,0.675801840881281,0.9136010313525275,0.6308247151964474,0.28132387706855794,opt,0.08300842034405694,-0.6149306241913908
bertopic,run_20250901T165942Z,trial_18,11,-0.10334772416800737,0.5827991531288469,0.7545454545454545,0.7646837994693524,0.9336702159993365,0.6245278498099541,0.2198581560283688,opt,-0.1102804337088831,0.0962012080643771
bertopic,run_20250901T165942Z,trial_19,23,,0.47431770084093017,0.8869565217391304,0.7925182203726262,0.933883762155545,0.5731248908038505,0.39243498817966904,opt,,0.057748217177168215
bertopic,run_20250901T165942Z,trial_22,9,0.004858871438054922,0.613064646925586,0.7555555555555555,0.7652688977203049,0.9221909559551449,0.6523579702388265,0.37825059101654845,opt,0.7129801881435667,0.16163347317889074
bertopic,run_20250901T165942Z,trial_23,12,-0.08745688522712085,0.5081010236768583,0.8333333333333334,0.771350049894783,0.9140186850203094,0.5638788479717393,0.32860520094562645,opt,-0.15439785591932717,-0.247583991598846
bertopic,run_20250901T165942Z,trial_24,12,0.007560071814801735,0.6058599854512132,0.75,0.789577921470549,0.9262042731060053,0.6036024422926879,0.14420803782505912,opt,0.6800424648862116,0.13238824907920146
bertopic,run_20250901T165942Z,trial_25,6,-0.18548775940508735,0.5511736541676847,0.8833333333333333,0.7988195699015044,0.8928311850741076,0.7534093282811004,0.6264775413711584,opt,-0.4224771234347467,0.690908395471777
bertopic,run_20250901T165942Z,trial_26,19,,0.556608677189084,0.8894736842105263,0.7866868216016221,0.9111523716635747,0.5043857929568178,0.3640661938534279,opt,,-0.42858940007309027
bertopic,run_20250901T165942Z,trial_27,16,-0.12132732236392571,0.5374958362529944,0.90625,0.7179601737158342,0.9155986556322426,0.633669422315583,0.3806146572104019,opt,-0.025165556460333416,-0.29421400100885214
bertopic,run_20250901T165942Z,trial_28,16,-0.12132732236392571,0.5374958362529944,0.90625,0.7179601737158342,0.9155986556322426,0.633669422315583,0.3806146572104019,opt,-0.025165556460333416,-0.29421400100885214
bertopic,run_20250901T165942Z,trial_30,9,-0.03313921715550731,0.5819872846140995,0.8333333333333334,0.7697393194884969,0.929328096817758,0.6813184968077977,0.49645390070921985,opt,0.5393434208800163,0.3666431476213039
bertopic,run_20250901T165942Z,trial_31,10,0.011291936788257314,0.6019632815671072,0.7,0.7622874507300536,0.9303286225796836,0.6232665061001467,0.25059101654846333,opt,0.5478810646321272,0.05436668472986758
bertopic,run_20250901T165942Z,trial_34,23,,0.624638980259887,0.8956521739130435,0.8066684192994791,0.908270969450167,0.5281425942641254,0.3309692671394799,opt,,-0.19605269237764972
bertopic,run_20250901T165942Z,trial_35,27,,0.5757428444168106,0.8777777777777778,0.8081805711675586,0.9402722504233937,0.6355190080443229,0.3617021276595745,opt,,0.4900946425685736
bertopic,run_20250901T165942Z,trial_36,22,-0.19697670185967645,0.5492427763828686,0.9045454545454545,0.735309471827342,0.9316726578961227,0.6779868665741433,0.2718676122931442,opt,-0.4454269686483028,0.12298042332414649
bertopic,run_20250901T165942Z,trial_39,14,-0.07967592265208649,0.5218152696612891,0.75,0.7942458868720299,0.9390647283946196,0.7307137816997692,0.24349881796690306,opt,-0.2678764870144701,0.82090262925798
